customer_id,account_id,current_balance,account_type,opening_date,account_status
93,93,2915.18,poupança,2025-02-19 13:17:09.821906,pendente
94,94,13371.04,salário,2025-04-11 18:47:09.671805,pendente
95,95,6617.85,salário,2025-01-21 10:04:30.403688,pendente
96,96,6745.89,salário,2025-03-29 03:11:09.651720,pendente
97,97,3476.34,poupança,2025-02-11 11:22:09.599561,desbloqueada
98,98,14340.99,salário,2025-02-23 03:27:00.686359,pendente
99,99,13795.82,corrente,2025-02-24 12:12:56.014211,bloqueada
100,100,8400.1,corrente,2025-02-20 01:02:42.388165,pendente
101,101,6815.02,poupança,2025-03-28 00:15:09.100927,pendente
102,102,12090.18,poupança,2025-04-06 09:19:45.718111,pendente
103,103,10025.3,corrente,2025-03-03 07:07:42.239495,desbloqueada
104,104,4308.34,poupança,2025-01-08 04:37:20.674625,bloqueada
105,105,13093.57,corrente,2025-02-23 05:18:53.307070,bloqueada
106,106,5614.73,corrente,2025-04-16 03:52:10.412155,desbloqueada
107,107,7018.58,salário,2025-02-23 17:45:19.938521,desbloqueada
108,108,5710.47,salário,2025-03-03 01:17:53.294649,bloqueada
109,109,4415.43,salário,2025-02-28 11:55:59.015983,desbloqueada
110,110,2776.86,poupança,2025-02-20 11:40:27.147902,pendente
111,111,3716.11,poupança,2025-03-23 10:51:46.721169,bloqueada
112,112,7718.59,salário,2025-03-22 10:10:30.594383,desbloqueada
113,113,9034.26,poupança,2025-01-08 21:24:36.804477,bloqueada
114,114,8289.36,corrente,2025-04-06 02:32:55.533441,bloqueada
115,115,12711.81,corrente,2025-03-07 23:29:24.895622,bloqueada
116,116,4627.86,poupança,2025-01-20 18:04:05.098290,pendente
117,117,1927.09,poupança,2025-02-06 01:40:35.558847,pendente
118,118,2729.63,salário,2025-02-24 14:53:44.785403,pendente
119,119,339.23,corrente,2025-01-12 00:00:08.437735,pendente
120,120,11017.17,poupança,2025-03-15 20:42:54.740049,desbloqueada
121,121,12512.37,corrente,2025-01-23 00:03:51.674412,bloqueada
122,122,8340.04,salário,2025-02-21 08:39:58.566906,bloqueada
123,123,241.83,corrente,2025-01-21 22:15:17.311593,pendente
124,124,11263.96,salário,2025-01-09 18:46:24.117116,pendente
125,125,8570.08,poupança,2025-03-19 15:35:51.575520,pendente
126,126,12902.51,corrente,2025-04-07 10:05:02.158581,pendente
127,127,3667.26,corrente,2025-04-05 11:40:30.921238,pendente
128,128,3877.04,salário,2025-03-29 15:30:15.409135,pendente
129,129,13706.09,salário,2025-03-20 21:44:36.953053,desbloqueada
130,130,595.04,salário,2025-01-25 19:32:21.792385,desbloqueada
131,131,4469.63,poupança,2025-04-11 08:37:05.687451,bloqueada
132,132,180.02,salário,2025-01-21 00:26:27.472759,bloqueada
133,133,2032.83,salário,2025-03-27 23:04:23.639516,pendente
134,134,6624.69,corrente,2025-02-14 06:28:12.739260,desbloqueada
135,135,8644.36,salário,2025-02-22 05:15:01.132369,desbloqueada
136,136,4120.41,corrente,2025-04-03 15:26:07.065821,bloqueada
137,137,6157.03,salário,2025-04-16 04:54:03.355377,desbloqueada
138,138,8754.55,poupança,2025-01-08 21:21:44.565290,desbloqueada
139,139,6415.55,corrente,2025-03-15 11:24:32.163505,pendente
140,140,11413.83,corrente,2025-01-05 19:07:05.231183,desbloqueada
141,141,4998.35,salário,2025-02-19 14:00:32.868581,bloqueada
142,142,7735.81,salário,2025-01-11 20:13:30.342338,desbloqueada
143,143,1265.16,salário,2025-02-20 23:39:28.550692,bloqueada
144,144,8154.68,corrente,2025-02-15 13:16:30.499276,pendente
145,145,10210.92,corrente,2025-04-07 02:00:35.500459,bloqueada
146,146,4081.95,corrente,2025-01-22 19:46:06.684877,desbloqueada
147,147,12414.5,salário,2025-02-19 03:27:00.980192,pendente
148,148,14292.77,poupança,2025-01-17 13:32:07.374735,pendente
149,149,7589.64,corrente,2025-03-27 03:03:23.624013,bloqueada
150,150,12783.23,poupança,2025-01-18 13:44:56.337767,bloqueada
151,151,2177.75,corrente,2025-02-24 10:20:15.074697,pendente
152,152,6552.5,salário,2025-04-11 02:44:49.546075,desbloqueada
153,153,5332.29,poupança,2025-02-19 07:36:23.258268,desbloqueada
154,154,6802.19,corrente,2025-02-08 18:54:48.401775,desbloqueada
155,155,14220.98,corrente,2025-03-10 22:20:44.831135,bloqueada
156,156,6731.23,poupança,2025-02-17 02:12:44.992620,desbloqueada
157,157,13488.76,salário,2025-03-24 21:55:44.106516,desbloqueada
158,158,14970.43,salário,2025-01-20 20:32:23.595082,desbloqueada
159,159,8891.54,salário,2025-03-06 00:38:20.188529,pendente
160,160,1804.69,poupança,2025-03-24 08:38:40.002997,bloqueada
161,161,7014.5,poupança,2025-03-28 05:44:45.790069,bloqueada
162,162,12608.24,salário,2025-02-02 13:02:48.109138,pendente
163,163,13971.5,salário,2025-01-09 08:51:19.106555,pendente
164,164,8592.93,poupança,2025-01-17 20:41:13.325862,pendente
165,165,1577.84,salário,2025-03-09 10:14:38.873647,bloqueada
166,166,4161.96,salário,2025-01-02 17:40:42.957637,desbloqueada
167,167,2382.12,corrente,2025-01-08 15:27:11.758126,desbloqueada
168,168,10014.13,poupança,2025-02-23 22:26:32.832016,desbloqueada
169,169,7796.14,poupança,2025-03-26 19:50:11.696753,bloqueada
170,170,4651.66,corrente,2025-01-01 12:44:38.043054,desbloqueada
171,171,3268.56,corrente,2025-01-23 15:43:14.825384,pendente
172,172,1441.91,salário,2025-01-08 20:49:43.884676,pendente
173,173,2595.86,salário,2025-02-22 19:05:55.006620,desbloqueada
174,174,12127.9,corrente,2025-03-26 18:18:23.873602,pendente
175,175,3211.07,salário,2025-03-03 18:31:19.940656,pendente
176,176,6400.38,salário,2025-03-12 00:28:54.013184,pendente
177,177,1944.63,corrente,2025-02-28 18:27:15.823870,desbloqueada
178,178,8477.6,poupança,2025-03-21 19:06:06.449046,desbloqueada
179,179,14191.99,poupança,2025-02-22 11:54:46.741433,pendente
180,180,5265.76,salário,2025-03-16 23:05:26.038368,bloqueada
181,181,2078.49,corrente,2025-02-23 08:44:48.104004,pendente
182,182,5004.48,salário,2025-02-07 07:23:39.869793,desbloqueada
183,183,6601.15,corrente,2025-03-29 11:52:22.096478,desbloqueada
184,184,6366.0,corrente,2025-04-12 12:39:00.855656,pendente
185,185,5289.42,corrente,2025-03-15 14:34:14.375295,pendente
186,186,2181.57,poupança,2025-03-12 18:13:55.119868,desbloqueada
187,187,1461.03,poupança,2025-01-15 12:26:40.927810,desbloqueada
188,188,2884.24,poupança,2025-03-17 09:31:49.055936,pendente
189,189,8927.85,poupança,2025-04-03 20:47:52.940070,desbloqueada
190,190,1183.67,corrente,2025-03-10 22:50:00.958829,bloqueada
191,191,11399.67,corrente,2025-02-12 03:57:51.446255,bloqueada
192,192,3742.23,corrente,2025-04-14 04:15:17.895046,bloqueada
193,193,4852.95,poupança,2025-03-21 22:05:06.566741,desbloqueada
194,194,7355.28,poupança,2025-04-11 10:16:24.159518,pendente
195,195,12985.61,corrente,2025-02-22 08:04:12.890985,bloqueada
196,196,2384.83,poupança,2025-01-20 12:41:45.462905,pendente
197,197,1102.92,salário,2025-01-27 07:29:06.890635,pendente
198,198,12672.42,poupança,2025-02-15 13:13:01.392199,desbloqueada
199,199,10054.44,corrente,2025-01-14 05:31:21.656748,pendente
200,200,10638.49,corrente,2025-02-07 22:54:59.737835,pendente
201,201,3220.15,salário,2025-02-26 07:58:38.810386,pendente
202,202,7848.89,poupança,2025-01-30 04:00:28.264723,desbloqueada
203,203,12935.64,salário,2025-01-30 16:54:26.778690,bloqueada
204,204,2934.09,salário,2025-03-08 20:21:00.014075,bloqueada
205,205,6104.99,salário,2025-01-14 02:52:35.234203,bloqueada
206,206,11798.57,salário,2025-04-12 22:32:09.879608,desbloqueada
207,207,1756.97,corrente,2025-01-24 19:14:47.331798,desbloqueada
208,208,1674.1,corrente,2025-03-09 04:47:13.124363,pendente
209,209,7872.53,poupança,2025-03-08 09:44:16.733595,bloqueada
210,210,14076.77,salário,2025-01-19 22:10:01.564742,pendente
211,211,944.32,salário,2025-04-03 04:01:07.908165,desbloqueada
212,212,6425.9,salário,2025-01-29 21:48:44.346918,bloqueada
213,213,6704.3,poupança,2025-04-03 08:37:35.751128,desbloqueada
214,214,8553.48,corrente,2025-01-18 11:44:04.978189,pendente
215,215,5901.18,corrente,2025-01-10 11:59:43.504427,desbloqueada
216,216,12571.45,corrente,2025-04-14 13:18:15.329752,bloqueada
217,217,6589.42,poupança,2025-01-09 06:43:02.045891,bloqueada
218,218,12760.23,poupança,2025-01-22 15:56:53.573531,bloqueada
219,219,4636.83,corrente,2025-03-10 08:08:10.032536,desbloqueada
220,220,905.08,salário,2025-03-08 03:27:36.036102,pendente
221,221,1336.72,corrente,2025-03-08 06:39:08.210552,pendente
222,222,13204.25,corrente,2025-02-05 22:35:59.123302,desbloqueada
223,223,1455.95,corrente,2025-02-02 11:17:05.978010,pendente
224,224,14044.92,salário,2025-04-15 20:42:24.405553,desbloqueada
225,225,597.01,poupança,2025-01-26 04:35:01.363385,pendente
226,226,5212.23,salário,2025-03-22 11:07:28.332172,pendente
227,227,9308.57,corrente,2025-01-31 23:55:32.827587,desbloqueada
228,228,631.73,poupança,2025-01-28 07:23:59.839160,bloqueada
229,229,11261.85,corrente,2025-02-26 14:23:51.382147,pendente
230,230,7264.04,corrente,2025-01-07 05:37:16.336027,bloqueada
231,231,5555.91,salário,2025-01-12 09:55:28.031106,pendente
232,232,6046.47,salário,2025-03-15 02:05:23.375958,pendente
233,233,6497.07,corrente,2025-04-09 14:23:15.595816,bloqueada
234,234,14142.63,corrente,2025-04-01 10:17:08.265496,desbloqueada
235,235,9455.36,corrente,2025-01-25 16:55:55.228283,pendente
236,236,2449.85,salário,2025-01-27 22:35:49.623277,bloqueada
237,237,6406.48,salário,2025-01-09 08:07:25.853827,pendente
238,238,6170.25,corrente,2025-02-10 16:09:31.823904,bloqueada
239,239,10361.07,salário,2025-01-14 08:39:36.005915,pendente
240,240,2297.8,salário,2025-01-26 09:26:59.431873,pendente
241,241,8536.21,salário,2025-01-14 06:21:19.840805,pendente
242,242,10767.42,corrente,2025-02-22 20:03:16.064133,pendente
243,243,6580.81,poupança,2025-03-06 10:18:00.345767,pendente
244,244,6579.96,salário,2025-03-16 03:38:36.021859,bloqueada
245,245,2359.07,poupança,2025-03-01 00:01:57.004696,pendente
246,246,9528.59,poupança,2025-02-27 14:11:05.525998,pendente
247,247,12720.43,salário,2025-03-12 12:41:52.907095,pendente
248,248,2665.23,poupança,2025-01-24 05:34:10.436261,bloqueada
249,249,7236.93,poupança,2025-03-20 06:26:14.421454,pendente
250,250,8792.86,poupança,2025-01-10 11:21:18.256197,desbloqueada
251,251,11737.89,corrente,2025-03-24 19:49:56.047370,bloqueada
252,252,11598.06,poupança,2025-02-10 22:15:07.994256,bloqueada
253,253,8038.7,poupança,2025-01-24 15:51:34.555881,bloqueada
254,254,5453.98,corrente,2025-02-10 20:34:28.995499,bloqueada
255,255,12324.49,corrente,2025-04-03 02:52:42.620631,bloqueada
256,256,6290.56,salário,2025-01-28 17:18:59.735074,desbloqueada
257,257,6284.91,poupança,2025-02-18 19:13:36.884613,pendente
258,258,8872.3,poupança,2025-01-01 01:08:15.193648,pendente
259,259,1900.22,poupança,2025-02-03 02:57:43.821969,pendente
260,260,8903.1,poupança,2025-01-10 22:33:50.533453,bloqueada
261,261,12863.82,salário,2025-04-12 11:06:17.753856,bloqueada
262,262,10321.86,poupança,2025-01-15 05:21:35.681101,bloqueada
263,263,9350.1,poupança,2025-02-13 13:02:43.387006,desbloqueada
264,264,4848.85,corrente,2025-02-16 00:52:59.439244,pendente
265,265,10869.21,salário,2025-03-10 16:10:31.878293,bloqueada
266,266,14076.98,corrente,2025-02-08 22:17:14.984268,bloqueada
267,267,14005.68,poupança,2025-01-10 22:31:31.311704,desbloqueada
268,268,8893.82,corrente,2025-01-19 23:49:17.623177,bloqueada
269,269,14038.91,poupança,2025-03-23 16:56:41.116786,desbloqueada
270,270,8416.46,salário,2025-04-16 01:26:06.294250,desbloqueada
271,271,8157.51,poupança,2025-01-22 02:11:55.171962,desbloqueada
272,272,3025.9,poupança,2025-01-06 18:07:01.655826,bloqueada
273,273,7024.36,corrente,2025-02-09 19:56:28.410794,desbloqueada
274,274,5128.37,poupança,2025-01-15 02:58:51.990250,pendente
275,275,12606.89,salário,2025-03-23 21:00:28.911706,pendente
276,276,5923.07,salário,2025-01-28 02:17:54.678475,desbloqueada
277,277,12932.96,corrente,2025-03-16 02:01:06.174925,pendente
278,278,13285.78,poupança,2025-04-18 11:30:44.361114,bloqueada
279,279,1023.89,salário,2025-03-26 16:00:32.841734,pendente
280,280,1707.69,poupança,2025-04-04 12:42:25.562076,bloqueada
281,281,3995.27,salário,2025-01-29 07:49:05.079176,desbloqueada
282,282,14838.55,poupança,2025-04-01 19:57:34.344806,bloqueada
283,283,4774.66,poupança,2025-01-20 20:38:58.201874,desbloqueada
284,284,9324.08,salário,2025-02-08 07:40:12.713835,bloqueada
285,285,14820.46,corrente,2025-04-06 17:11:21.229558,bloqueada
286,286,8162.47,salário,2025-03-07 16:59:21.653971,pendente
287,287,7054.99,corrente,2025-02-14 01:53:31.188328,pendente
288,288,13492.57,poupança,2025-01-01 00:47:19.791657,bloqueada
289,289,966.51,poupança,2025-02-25 13:33:32.278872,desbloqueada
290,290,11305.43,salário,2025-02-14 14:57:10.314471,bloqueada
291,291,2650.37,poupança,2025-01-14 14:37:09.877162,pendente
292,292,3249.4,salário,2025-01-02 02:17:54.406251,desbloqueada
293,293,12309.68,corrente,2025-04-03 03:40:05.570316,desbloqueada
294,294,6953.04,salário,2025-02-04 15:29:01.450462,pendente
295,295,9971.75,salário,2025-01-01 22:15:58.629272,desbloqueada
296,296,8912.17,salário,2025-03-29 08:25:04.395711,bloqueada
297,297,12159.57,salário,2025-02-10 21:46:50.652420,bloqueada
298,298,11822.2,poupança,2025-02-28 14:10:35.125592,pendente
299,299,8810.86,salário,2025-03-27 17:43:24.937866,pendente
300,300,6665.2,poupança,2025-04-01 23:04:33.417411,bloqueada
301,301,11564.1,salário,2025-02-28 09:56:39.080729,desbloqueada
302,302,667.25,poupança,2025-03-07 08:08:45.754190,pendente
303,303,11269.42,corrente,2025-03-11 01:49:09.272521,desbloqueada
304,304,9333.39,corrente,2025-03-29 00:40:03.779433,pendente
305,305,2017.2,poupança,2025-04-01 21:58:34.307488,desbloqueada
306,306,6345.56,corrente,2025-03-29 07:54:21.325082,desbloqueada
307,307,5423.63,salário,2025-04-08 00:47:12.384587,pendente
308,308,8041.35,poupança,2025-02-13 10:58:12.804138,desbloqueada
309,309,14185.28,salário,2025-03-04 10:09:47.827554,desbloqueada
310,310,8668.26,corrente,2025-03-06 08:38:05.104800,bloqueada
311,311,11449.08,salário,2025-01-29 15:08:03.147008,bloqueada
312,312,4309.45,corrente,2025-03-13 01:38:31.060024,bloqueada
313,313,12171.61,corrente,2025-03-10 07:09:01.185929,bloqueada
314,314,4512.35,poupança,2025-03-11 02:24:03.438279,desbloqueada
315,315,4554.15,poupança,2025-02-14 00:01:37.645589,bloqueada
316,316,9768.63,corrente,2025-01-05 06:06:49.272623,bloqueada
317,317,4963.72,poupança,2025-01-05 20:14:06.319053,desbloqueada
318,318,10084.92,corrente,2025-01-16 19:55:45.172766,pendente
319,319,8957.17,corrente,2025-01-28 22:25:01.230909,bloqueada
320,320,7103.89,salário,2025-03-29 03:36:17.383345,desbloqueada
321,321,12324.55,corrente,2025-02-14 01:35:10.774285,desbloqueada
322,322,4731.51,corrente,2025-02-22 23:14:55.048442,pendente
323,323,2288.52,salário,2025-03-20 15:24:47.426068,desbloqueada
324,324,11487.45,corrente,2025-03-11 09:33:36.137443,desbloqueada
325,325,1769.65,salário,2025-03-18 14:07:29.193080,desbloqueada
326,326,10274.59,salário,2025-01-18 06:17:21.650392,desbloqueada
327,327,10955.17,poupança,2025-04-08 23:18:30.472781,bloqueada
328,328,6576.21,poupança,2025-02-26 09:19:44.226916,pendente
329,329,11342.24,salário,2025-02-23 11:32:22.954084,bloqueada
330,330,8625.77,corrente,2025-01-11 01:59:13.980186,desbloqueada
331,331,10602.96,corrente,2025-04-17 09:32:28.915648,pendente
332,332,9663.97,salário,2025-03-23 11:11:50.134987,pendente
333,333,12425.97,salário,2025-01-05 17:26:20.566882,pendente
334,334,7871.42,poupança,2025-03-02 06:03:13.441577,desbloqueada
335,335,9599.89,salário,2025-03-29 17:16:41.814920,desbloqueada
336,336,9043.51,corrente,2025-03-16 18:22:16.033279,bloqueada
337,337,3380.37,salário,2025-01-12 05:50:10.816209,bloqueada
338,338,7075.42,poupança,2025-02-18 06:50:06.316957,desbloqueada
339,339,5287.19,poupança,2025-02-06 17:08:43.204935,pendente
340,340,2328.64,salário,2025-02-19 17:39:44.972088,pendente
341,341,5556.84,corrente,2025-01-16 23:27:02.072965,desbloqueada
342,342,11998.89,salário,2025-01-29 13:16:46.297000,pendente
343,343,7941.53,corrente,2025-04-10 10:07:33.379208,pendente
344,344,10030.22,salário,2025-02-08 07:44:47.578593,pendente
345,345,8119.6,poupança,2025-01-08 03:33:09.806957,bloqueada
346,346,11951.3,poupança,2025-03-17 16:24:04.410634,desbloqueada
347,347,1653.26,salário,2025-03-06 21:41:02.703591,pendente
348,348,11046.78,salário,2025-03-29 18:29:05.925632,desbloqueada
349,349,3169.19,corrente,2025-03-06 09:28:39.433179,pendente
350,350,2655.99,salário,2025-03-25 13:53:47.110016,pendente
351,351,9272.59,corrente,2025-01-17 12:28:40.485591,pendente
352,352,7698.07,poupança,2025-03-05 21:02:45.704966,bloqueada
353,353,6455.25,salário,2025-01-06 14:11:43.170263,desbloqueada
354,354,4623.56,poupança,2025-04-12 04:54:59.305004,desbloqueada
355,355,6405.3,salário,2025-02-17 23:23:22.578779,bloqueada
356,356,11551.29,corrente,2025-03-12 07:21:58.091712,desbloqueada
357,357,8427.2,salário,2025-03-05 09:30:44.111569,desbloqueada
358,358,6057.23,poupança,2025-02-18 08:37:49.848593,bloqueada
359,359,6428.96,salário,2025-03-23 02:06:06.596550,bloqueada
360,360,11758.32,corrente,2025-01-04 12:02:18.079340,pendente
361,361,11937.41,poupança,2025-02-09 11:44:37.744170,pendente
362,362,3047.58,corrente,2025-03-13 08:51:31.381192,bloqueada
363,363,11426.11,corrente,2025-03-26 07:33:53.470670,bloqueada
364,364,10709.7,salário,2025-01-11 10:17:29.184650,bloqueada
365,365,10410.59,salário,2025-04-11 19:23:13.927421,desbloqueada
366,366,14107.89,corrente,2025-04-16 09:31:37.893574,pendente
367,367,13312.83,salário,2025-02-11 20:45:38.900089,bloqueada
368,368,7256.56,corrente,2025-04-01 06:28:23.119684,pendente
369,369,6148.18,corrente,2025-01-20 09:55:42.523004,bloqueada
370,370,5337.96,corrente,2025-03-12 05:31:38.656290,pendente
371,371,12790.52,salário,2025-04-13 05:21:26.780737,desbloqueada
372,372,4567.15,poupança,2025-04-08 01:15:01.204726,pendente
373,373,10137.83,poupança,2025-02-26 09:57:28.353828,desbloqueada
374,374,13964.46,corrente,2025-04-06 06:24:29.733326,pendente
375,375,1446.74,salário,2025-01-23 23:38:52.473189,bloqueada
376,376,2035.87,poupança,2025-04-16 11:46:35.541381,bloqueada
377,377,9846.15,poupança,2025-03-17 12:51:34.538508,pendente
378,378,10131.87,corrente,2025-02-26 06:55:42.453074,desbloqueada
379,379,12979.23,corrente,2025-03-07 16:24:20.353904,bloqueada
380,380,14729.02,salário,2025-02-04 02:40:48.561281,bloqueada
381,381,6306.26,poupança,2025-04-18 03:57:01.473239,bloqueada
382,382,2149.92,corrente,2025-01-13 19:10:50.534135,pendente
383,383,6904.59,corrente,2025-03-05 11:40:09.511956,bloqueada
384,384,5700.74,salário,2025-03-21 12:52:11.187196,desbloqueada
385,385,4343.31,salário,2025-02-17 06:09:36.236126,pendente
386,386,8506.8,salário,2025-03-13 03:45:18.821946,desbloqueada
387,387,1000.05,salário,2025-04-06 23:37:16.223902,pendente
388,388,14069.1,poupança,2025-01-07 11:35:15.565970,bloqueada
389,389,14058.81,corrente,2025-02-07 13:16:14.315310,desbloqueada
390,390,81.63,salário,2025-01-01 13:52:49.043828,desbloqueada
391,391,11218.08,corrente,2025-03-19 11:17:16.796813,desbloqueada
392,392,8679.32,poupança,2025-02-06 04:08:46.685114,pendente
393,393,1174.36,poupança,2025-03-23 09:04:34.530695,desbloqueada
394,394,13207.08,salário,2025-03-30 18:43:28.847339,bloqueada
395,395,11315.32,corrente,2025-01-29 19:19:49.157640,pendente
396,396,4591.39,poupança,2025-01-09 16:36:17.276715,desbloqueada
397,397,12601.06,salário,2025-04-11 12:15:35.209207,desbloqueada
398,398,9620.24,poupança,2025-03-22 02:32:15.220451,bloqueada
399,399,9427.05,corrente,2025-01-06 22:53:17.969013,bloqueada
400,400,3935.27,corrente,2025-02-15 15:01:33.894235,bloqueada
401,401,2720.93,poupança,2025-01-26 03:06:12.667909,desbloqueada
402,402,12468.06,poupança,2025-02-03 14:10:59.146284,desbloqueada
403,403,8006.54,salário,2025-01-29 20:07:20.367691,bloqueada
404,404,6911.29,poupança,2025-03-22 14:09:05.061221,pendente
405,405,14848.24,corrente,2025-01-21 01:35:26.644495,bloqueada
406,406,13552.02,salário,2025-01-23 01:19:40.419922,pendente
