account_id,mean_amount
371,386.971466
766,360.423859
701,368.929596
677,369.943298
963,343.371185
170,367.888184
439,335.591156
383,343.258728
33,347.379517
329,346.260132
980,354.080750
37,333.269379
254,314.905151
528,368.602844
344,370.706848
244,353.425995
321,343.412415
877,338.657898
988,378.274323
397,360.733307
130,341.540771
253,362.808594
982,353.357269
223,336.044281
940,307.857697
68,360.665375
862,379.614014
819,378.977264
631,375.454773
667,353.098267
852,386.067535
686,310.306549
781,354.456665
510,311.968475
589,351.465942
405,374.391632
298,358.816345
645,380.341461
346,336.608398
107,360.033966
537,345.016754
347,350.671417
746,344.992249
904,341.686768
215,317.842499
318,376.346588
460,348.609650
945,373.528625
204,359.119690
962,374.960175
203,380.019867
886,366.781189
272,333.245728
936,337.380859
805,377.137360
370,339.364777
553,343.113159
732,346.400269
603,359.446411
205,346.741760
393,369.565887
186,341.142609
183,318.356812
228,376.924835
158,356.066681
2,362.861084
261,355.141602
623,354.785858
560,333.628021
530,321.937408
971,332.616913
66,336.048767
378,353.826935
749,370.470734
693,334.720764
57,345.636536
554,334.204254
4,350.117828
39,324.125183
901,350.098969
829,385.777771
431,352.398773
609,355.048157
909,395.838287
752,317.390228
906,366.725067
697,317.104950
65,354.601349
801,385.653442
993,331.746765
578,374.573975
712,384.416870
6,355.336945
858,350.470886
200,390.087219
429,325.451782
624,335.843842
44,318.418793
710,371.600220
660,343.742462
365,347.524017
845,346.297729
830,365.441711
273,369.054688
579,364.069611
511,356.712891
229,339.257080
381,315.048157
286,365.980347
121,381.631683
267,348.512878
996,331.718872
637,354.668732
487,350.789398
281,351.403412
599,394.414795
357,336.426971
135,408.081787
193,342.685150
789,347.670380
879,369.361450
141,349.032440
426,374.458710
168,347.361542
790,375.223877
728,349.165894
302,392.796112
459,372.705109
772,392.925476
822,386.772644
641,367.854706
898,333.844238
523,308.516693
739,384.765320
527,373.151001
77,351.504883
741,341.661133
812,353.495514
692,389.593872
296,327.956848
173,391.406647
222,341.078766
775,328.660553
1000,350.454041
517,372.747070
214,332.624664
759,335.820312
147,318.796967
792,344.799866
550,354.543671
601,358.906952
104,354.506744
3,381.045013
22,339.001709
795,380.123474
368,369.760040
673,330.881439
984,378.546631
995,336.304535
271,362.415955
939,386.779541
502,341.890625
56,341.866180
806,336.863251
928,368.915039
967,349.699799
483,366.128204
375,340.268921
662,367.911255
162,349.758881
242,354.381165
899,368.045654
495,368.532410
80,361.036011
454,352.820709
435,357.567688
652,387.255005
725,345.732697
8,325.389832
285,372.175140
620,346.051300
947,360.837616
82,355.485260
508,345.528412
783,370.967743
154,334.528778
246,375.939209
120,340.088287
594,380.472595
292,353.606262
181,375.923859
70,360.917267
166,364.836243
440,384.475739
471,358.582947
602,331.992126
514,333.892578
277,353.461884
124,351.919586
876,337.218079
91,325.969543
885,373.377167
43,331.481049
388,362.969879
422,366.722321
354,356.666229
735,354.872253
714,370.760376
566,332.136017
597,373.847687
562,339.218475
743,335.704865
870,329.797729
981,333.241913
20,390.849701
824,367.528778
611,372.267334
985,384.964630
726,355.513214
841,365.156342
9,325.850616
787,348.182495
917,361.314728
359,370.288818
448,368.355835
999,339.936920
866,367.569153
543,309.716644
443,398.044281
881,359.512756
54,338.638641
529,366.358978
428,377.811676
18,343.692719
131,353.573456
908,300.850220
658,369.058716
466,377.879425
798,350.674011
113,339.905823
834,335.688690
179,341.199615
81,338.784546
835,348.132050
163,356.540863
564,374.845947
895,335.145050
194,369.042938
463,366.263733
355,324.022736
226,317.958679
160,354.661652
0,348.192993
457,373.565887
664,318.828339
475,362.504517
549,341.263641
567,382.426636
900,384.709900
64,333.601410
446,331.086823
676,347.957855
651,373.706146
685,350.570007
209,354.011383
450,376.836823
934,325.439362
516,357.516357
58,321.273529
255,379.692596
175,356.328217
846,380.177826
951,337.293060
757,329.463562
115,339.731354
456,374.298340
157,367.604645
585,332.632294
649,373.200165
799,405.100342
634,375.187592
643,342.407745
278,334.883026
345,354.640472
661,355.129578
878,359.581116
742,364.702637
367,336.812714
419,363.233307
360,344.892548
16,328.151245
559,348.068878
112,334.848175
943,380.604919
441,382.346771
565,359.196899
600,390.700012
913,350.821960
769,361.789124
87,364.442627
856,338.831299
640,342.118439
949,351.843262
123,356.535767
764,356.768433
808,334.055237
327,337.300018
959,384.495697
861,360.840881
75,371.815643
256,351.489990
545,323.526062
689,408.971191
703,370.256134
399,369.680664
174,376.333038
592,343.899872
364,354.789398
415,339.775299
234,335.862549
110,385.873718
519,336.001648
188,362.566589
333,345.912170
136,350.818970
127,350.794128
797,348.949646
596,326.044678
189,333.098572
773,362.216919
518,375.153473
979,322.021942
894,360.114868
322,367.763885
526,340.129547
823,366.063446
815,349.543640
622,341.932251
563,330.634857
208,342.706024
442,350.060791
556,388.145996
541,378.814667
478,342.077148
418,367.344391
309,367.071350
362,375.055573
524,355.356750
314,352.985870
827,338.284027
106,338.785797
698,355.414032
490,337.519928
860,284.910004
291,388.373352
669,318.871643
210,346.851837
492,334.586456
786,356.391205
311,365.082916
98,397.795166
570,327.011353
506,333.439911
635,383.626801
780,361.808167
497,349.453461
646,296.364624
973,383.102966
24,352.582001
573,386.814423
946,344.158173
31,377.107117
997,367.378265
682,341.296448
874,366.858398
391,357.450256
912,367.732605
538,311.220215
482,357.837769
424,346.918365
425,366.238678
23,347.060638
282,316.161072
145,369.656799
618,349.483185
931,374.362030
202,345.320953
750,401.683502
407,327.036804
882,376.657227
299,333.619568
625,359.199066
572,404.941895
49,346.099213
372,320.401917
275,370.585236
62,374.424133
178,348.825134
859,331.842987
197,386.677582
216,365.209656
591,354.173218
395,352.099091
400,370.489319
308,336.399841
892,392.727142
384,309.640930
911,382.520599
237,378.167389
595,342.427765
485,375.252838
938,356.007477
833,333.168182
402,349.166748
297,354.411804
642,361.684692
225,367.211670
699,362.120941
674,371.120422
778,352.423798
974,358.575745
736,330.590820
25,323.205414
496,345.872498
310,333.666870
708,377.235168
505,343.319550
720,351.845398
942,376.309052
758,322.199219
184,363.298004
86,351.009888
243,352.129059
817,356.163635
678,339.911469
970,356.210815
268,380.974152
306,371.282837
432,339.019653
821,354.175537
958,348.973450
987,347.711182
83,373.520020
871,335.897614
35,345.267395
668,366.382812
436,329.587677
128,351.141785
576,362.464111
577,357.859985
848,370.705261
13,349.811523
207,370.084839
220,348.783264
376,347.536102
111,366.634949
387,340.298584
534,345.902161
187,387.072601
586,404.553314
966,358.480682
379,368.845642
51,321.284790
430,312.605713
233,342.292877
59,369.181152
328,314.468536
97,357.461456
331,358.512390
149,359.335510
680,362.497284
695,351.892639
232,365.675079
896,339.157654
52,351.282898
137,384.320343
320,359.944031
252,372.125732
950,374.931793
571,350.896851
142,372.596649
169,355.819824
7,394.142273
617,348.374542
700,365.881348
650,344.198181
948,339.050812
687,359.227539
212,330.599457
727,322.600067
53,325.180450
258,336.266968
284,340.081848
684,354.895447
159,314.050018
539,349.808441
918,366.692902
807,338.831757
986,343.495026
198,341.356415
605,353.968811
734,313.348114
825,380.111450
217,305.690216
312,323.640503
40,363.017365
17,366.514130
398,353.353699
38,349.652252
335,342.624298
46,367.852936
604,404.445740
831,351.177948
361,356.736450
93,335.125397
264,345.081879
386,353.449890
251,347.183807
500,342.056915
326,334.046295
176,372.794922
855,370.517456
926,360.546417
5,357.692291
92,406.386963
356,346.188141
738,338.976532
103,401.244965
315,362.079468
316,389.213409
907,367.369202
479,383.142059
531,366.624084
468,365.200836
404,354.016479
540,343.263489
69,333.283173
547,362.475006
239,386.512878
338,364.387756
802,319.037689
964,345.800385
421,384.281555
19,343.549255
118,391.892395
185,343.784241
953,353.664520
536,357.541870
50,360.455627
211,356.775757
358,368.551483
140,342.802612
260,410.406281
648,386.532867
401,320.264191
117,398.195770
655,326.824188
887,358.019440
15,328.663452
683,332.042358
761,329.210388
751,340.025940
290,357.493195
366,366.240234
36,313.346405
665,332.173401
976,385.624542
782,341.269226
343,351.277802
811,373.117676
21,338.439667
138,377.307312
747,337.159882
969,342.807129
71,341.865448
336,347.545715
79,371.780487
409,383.694031
438,376.075287
182,323.964325
920,354.130798
363,354.520844
857,350.389069
108,341.393188
26,395.478943
930,340.941864
914,365.650360
153,316.432892
924,341.398804
810,372.092621
339,334.824860
923,340.864807
809,370.588745
880,319.707977
125,343.196564
276,365.192841
696,359.375153
146,386.205597
449,335.307526
32,355.160400
250,373.613190
994,329.215302
341,351.272797
672,360.154053
763,361.463684
872,383.352448
533,339.529999
905,371.152100
455,379.607422
73,388.357544
221,360.082092
161,352.989807
143,347.105804
453,351.376190
34,326.664032
614,357.051025
522,370.596161
42,381.516479
144,339.994110
581,348.558044
711,367.951904
851,327.924713
675,322.086609
889,339.056305
470,350.631561
324,394.592133
657,355.177643
353,336.739594
647,340.687775
119,377.520599
707,372.785156
294,403.660126
765,344.184143
507,363.524384
961,351.467621
474,359.669922
269,395.705017
721,312.998566
484,365.442261
330,349.687988
717,387.995636
628,337.531036
760,366.619720
932,382.092102
406,351.976105
390,360.155701
410,392.796143
313,346.229004
231,368.054871
27,355.578369
793,345.167847
305,338.045166
337,345.202911
493,310.265198
152,380.831818
580,344.253510
588,321.043701
472,336.535522
99,396.807404
902,350.372681
785,346.230011
116,336.399139
794,371.939484
627,370.034790
224,362.647034
598,384.412872
279,358.211151
515,386.998962
95,353.414642
960,336.227905
155,361.761139
952,349.441528
481,341.363647
768,352.718750
340,350.159821
307,335.754333
718,391.639099
688,395.261688
489,323.523193
574,353.706268
417,363.487732
770,342.228149
706,360.613068
464,366.959259
191,342.097504
172,347.679199
844,340.340485
616,381.837097
826,354.865112
888,371.653656
883,341.805145
349,343.200958
569,345.624695
351,355.134430
954,405.408508
548,387.179535
248,353.233978
265,370.662231
776,367.703003
201,347.810944
218,368.416840
850,359.047729
319,346.130768
849,346.254089
199,384.028473
240,341.013611
486,360.626221
784,334.267761
444,315.845795
613,346.084961
937,348.124847
473,372.551971
84,371.494507
925,322.263123
525,376.437561
868,346.002136
394,347.941650
644,349.682800
219,344.372162
434,345.119171
927,371.757660
733,377.335846
903,327.341766
814,352.100311
501,392.750214
956,358.719147
177,336.895905
941,368.791138
955,382.459778
919,343.227600
921,381.760345
542,374.267029
377,386.279266
730,331.449829
105,345.867493
832,363.159698
195,344.725006
72,366.375244
304,388.506500
262,331.354401
803,375.979095
513,355.268860
139,346.219391
427,375.279083
593,325.875031
85,357.545349
854,342.982819
447,355.851776
122,381.404785
890,346.896790
151,344.126617
227,354.208008
423,346.605286
828,365.404266
230,367.905121
63,408.665100
575,353.855743
968,365.613617
791,391.803650
715,347.610077
101,380.208344
461,332.979218
532,346.813354
132,338.717438
893,368.838440
590,340.395508
509,368.997681
557,382.625854
998,357.049133
929,361.412262
842,338.679688
47,356.860474
546,333.092010
74,333.323090
863,376.058380
96,361.941620
263,387.815399
61,324.921539
238,387.427124
491,368.565247
753,350.326263
666,381.025696
816,370.335724
88,377.851593
156,380.261963
134,368.145569
671,368.275116
1,305.330994
369,366.335388
90,330.596405
897,335.094788
957,374.786652
691,384.253937
681,321.572968
767,368.586090
192,367.126740
713,383.182648
385,355.831879
249,299.080505
975,377.408783
704,327.408417
724,351.717773
813,367.570801
