account_id,mean_amount
378,353.826904
749,370.470734
693,334.720734
57,345.636536
554,334.204224
4,350.117828
39,324.125153
901,350.098999
829,385.777802
431,352.398773
609,355.048187
909,395.838287
752,317.390198
906,366.725037
697,317.104950
65,354.601349
801,385.653442
993,331.746765
578,374.573975
712,384.416870
6,355.336945
858,350.470886
660,343.742493
200,390.087219
429,325.451752
624,335.843842
44,318.418793
710,371.600220
365,347.524048
845,346.297760
830,365.441711
273,369.054688
579,364.069672
511,356.712891
229,339.257080
381,315.048157
286,365.980347
121,381.631714
267,348.512878
996,331.718872
637,354.668732
487,350.789398
281,351.403442
599,394.414795
357,336.427032
135,408.081787
193,342.685211
789,347.670380
879,369.361420
141,349.032440
426,374.458710
168,347.361511
790,375.223816
728,349.165894
302,392.796112
459,372.705109
772,392.925476
822,386.772736
641,367.854675
898,333.844299
523,308.516693
296,327.956879
173,391.406647
222,341.078766
775,328.660583
1000,350.454041
517,372.747070
739,384.765320
527,373.151001
77,351.504883
741,341.661102
812,353.495514
692,389.593811
147,318.796967
792,344.799866
550,354.543701
601,358.906982
214,332.624664
759,335.820282
104,354.506744
3,381.045013
22,339.001648
795,380.123444
368,369.760010
673,330.881439
984,378.546631
995,336.304535
271,362.415955
939,386.779510
502,341.890594
56,341.866180
806,336.863251
928,368.915039
967,349.699829
483,366.128265
375,340.268890
662,367.911285
162,349.758820
242,354.381195
899,368.045654
495,368.532440
80,361.036011
454,352.820648
435,357.567657
652,387.255005
725,345.732758
8,325.389832
285,372.175110
620,346.051300
947,360.837585
82,355.485260
508,345.528442
783,370.967743
154,334.528717
246,375.939209
120,340.088318
594,380.472595
292,353.606262
181,375.923920
70,360.917236
166,364.836212
440,384.475769
471,358.582977
602,331.992096
514,333.892609
277,353.461884
124,351.919525
876,337.218170
91,325.969604
885,373.377197
43,331.481018
388,362.969910
422,366.722290
354,356.666229
743,335.704895
870,329.797729
981,333.241913
735,354.872314
714,370.760376
566,332.136017
597,373.847687
562,339.218445
20,390.849701
824,367.528778
611,372.267365
985,384.964630
726,355.513214
841,365.156311
9,325.850647
787,348.182434
917,361.314728
359,370.288849
448,368.355865
999,339.936920
866,367.569122
543,309.716614
443,398.044312
881,359.512756
54,338.638641
529,366.359039
428,377.811676
18,343.692719
131,353.573486
908,300.850189
658,369.058716
466,377.879456
798,350.674072
113,339.905823
834,335.688660
179,341.199615
81,338.784637
835,348.132080
163,356.540802
564,374.845886
895,335.145050
194,369.042938
463,366.263702
355,324.022736
226,317.958679
160,354.661652
0,348.193024
549,341.263641
567,382.426666
900,384.709900
457,373.565887
664,318.828430
475,362.504517
35,345.267395
64,333.601410
446,331.086792
676,347.957855
651,373.706146
685,350.570007
209,354.011414
450,376.836853
934,325.439392
516,357.516357
58,321.273468
255,379.692535
175,356.328217
846,380.177826
951,337.293060
757,329.463562
115,339.731354
456,374.298340
157,367.604645
585,332.632263
649,373.200134
799,405.100311
634,375.187592
643,342.407745
278,334.882965
345,354.640472
661,355.129578
878,359.581116
742,364.702667
367,336.812653
419,363.233307
360,344.892578
16,328.151215
559,348.068939
112,334.848175
943,380.604858
441,382.346771
565,359.196899
600,390.700012
913,350.821930
769,361.789124
87,364.442627
856,338.831268
640,342.118408
949,351.843262
123,356.535797
764,356.768433
808,334.055176
327,337.299957
959,384.495728
861,360.840881
75,371.815643
256,351.489960
545,323.526062
689,408.971222
703,370.256165
399,369.680634
174,376.332977
592,343.899872
364,354.789398
415,339.775238
234,335.862549
110,385.873718
519,336.001587
188,362.566589
333,345.912170
136,350.818970
127,350.794128
797,348.949677
596,326.044678
189,333.098572
773,362.216858
518,375.153442
979,322.021973
894,360.114899
322,367.763885
526,340.129547
823,366.063354
815,349.543640
622,341.932251
563,330.634918
208,342.706024
442,350.060822
556,388.145905
541,378.814667
478,342.077118
418,367.344452
309,367.071381
362,375.055603
524,355.356750
314,352.985870
827,338.284058
106,338.785767
698,355.414001
490,337.519867
860,284.910004
291,388.373383
669,318.871643
210,346.851807
492,334.586426
786,356.391205
311,365.082916
98,397.795166
570,327.011353
506,333.439911
635,383.626831
780,361.808167
497,349.453430
646,296.364624
973,383.102966
24,352.582001
573,386.814423
946,344.158173
31,377.107117
997,367.378265
682,341.296448
874,366.858398
391,357.450256
912,367.732605
538,311.220245
482,357.837769
424,346.918365
425,366.238647
23,347.060638
282,316.161072
145,369.656738
618,349.483185
931,374.362091
202,345.320923
750,401.683502
407,327.036743
882,376.657288
299,333.619598
625,359.199066
572,404.941895
49,346.099274
372,320.401917
275,370.585236
62,374.424103
178,348.825134
859,331.842957
197,386.677582
216,365.209656
591,354.173279
395,352.099091
400,370.489319
308,336.399841
892,392.727173
384,309.640900
911,382.520569
237,378.167328
595,342.427795
485,375.252838
938,356.007416
833,333.168182
402,349.166687
297,354.411804
642,361.684692
225,367.211670
699,362.120972
674,371.120422
778,352.423798
974,358.575775
736,330.590820
25,323.205414
496,345.872498
310,333.666870
708,377.235138
505,343.319550
720,351.845398
942,376.309052
758,322.199249
184,363.298004
86,351.009888
243,352.129089
817,356.163635
678,339.911469
970,356.210785
268,380.974152
306,371.282837
432,339.019623
821,354.175537
958,348.973450
987,347.711182
83,373.520020
871,335.897614
668,366.382812
436,329.587708
128,351.141785
576,362.464142
577,357.860046
848,370.705322
13,349.811523
207,370.084839
220,348.783264
376,347.536102
111,366.634918
387,340.298645
534,345.902100
187,387.072571
586,404.553284
966,358.480652
379,368.845673
51,321.284790
430,312.605682
233,342.292877
59,369.181183
328,314.468536
97,357.461456
331,358.512390
149,359.335510
680,362.497253
695,351.892609
232,365.675018
896,339.157654
52,351.282837
137,384.320465
320,359.944000
252,372.125793
950,374.931793
571,350.896851
142,372.596649
169,355.819763
7,394.142273
617,348.374542
700,365.881348
650,344.198181
948,339.050781
687,359.227539
212,330.599457
727,322.600067
53,325.180511
258,336.266968
284,340.081848
684,354.895416
159,314.050018
539,349.808472
918,366.692902
807,338.831726
986,343.495026
198,341.356415
605,353.968811
734,313.348114
825,380.111481
217,305.690216
312,323.640533
40,363.017365
17,366.514130
398,353.353699
38,349.652283
335,342.624298
46,367.852936
604,404.445770
831,351.177948
361,356.736420
93,335.125397
264,345.081879
386,353.449921
251,347.183899
500,342.056915
326,334.046265
176,372.794891
855,370.517456
926,360.546417
5,357.692291
92,406.386963
356,346.188141
738,338.976501
103,401.244934
315,362.079468
316,389.213409
907,367.369202
479,383.142059
531,366.624084
468,365.200836
404,354.016479
540,343.263489
69,333.283142
547,362.475006
239,386.512848
338,364.387756
802,319.037750
964,345.800385
421,384.281586
50,360.455627
211,356.775818
19,343.549316
118,391.892334
185,343.784241
953,353.664551
536,357.541901
358,368.551544
140,342.802612
260,410.406342
648,386.532867
401,320.264130
117,398.195740
655,326.824188
887,358.019440
15,328.663452
683,332.042358
761,329.210388
751,340.025940
290,357.493286
366,366.240265
36,313.346405
665,332.173401
976,385.624481
782,341.269196
343,351.277771
811,373.117676
21,338.439697
138,377.307281
747,337.159882
969,342.807098
71,341.865448
336,347.545715
79,371.780518
182,323.964325
920,354.130798
409,383.694031
438,376.075287
363,354.520844
857,350.389038
108,341.393219
26,395.478882
930,340.941895
914,365.650360
339,334.824860
923,340.864807
809,370.588684
153,316.432892
924,341.398804
810,372.092621
880,319.707977
125,343.196564
276,365.192841
696,359.375122
146,386.205597
449,335.307526
32,355.160400
250,373.613251
994,329.215302
341,351.272797
672,360.154083
763,361.463684
872,383.352448
533,339.530029
905,371.152130
455,379.607422
73,388.357574
221,360.082092
161,352.989807
143,347.105804
453,351.376221
34,326.664032
614,357.050934
522,370.596130
42,381.516479
144,339.994080
581,348.558044
711,367.951935
851,327.924713
675,322.086609
889,339.056305
470,350.631500
324,394.592133
657,355.177612
119,377.520630
707,372.785187
294,403.660126
765,344.184143
507,363.524414
961,351.467590
474,359.669891
269,395.705017
721,312.998566
484,365.442230
330,349.687988
717,387.995728
628,337.531006
760,366.619720
932,382.092194
406,351.976135
390,360.155670
410,392.796112
313,346.229004
231,368.054901
27,355.578400
793,345.167847
305,338.045166
493,310.265167
152,380.831818
580,344.253540
588,321.043640
337,345.202911
99,396.807343
902,350.372681
785,346.230011
472,336.535522
116,336.399139
794,371.939453
627,370.034790
224,362.647003
598,384.412872
279,358.211151
515,386.998871
95,353.414612
960,336.227905
155,361.761139
952,349.441467
481,341.363678
768,352.718750
340,350.159821
307,335.754333
718,391.639130
688,395.261658
489,323.523163
574,353.706299
417,363.487762
770,342.228149
826,354.865143
888,371.653687
883,341.805145
706,360.613037
464,366.959351
191,342.097504
172,347.679230
844,340.340485
616,381.837097
349,343.200958
569,345.624695
351,355.134399
319,346.130768
954,405.408508
548,387.179535
248,353.233978
265,370.662262
776,367.703003
201,347.810883
218,368.416779
850,359.047760
849,346.254120
199,384.028473
240,341.013611
486,360.626221
784,334.267761
444,315.845795
613,346.084961
937,348.124878
473,372.551941
84,371.494446
925,322.263123
525,376.437561
868,346.002167
394,347.941650
644,349.682770
219,344.372162
434,345.119171
927,371.757660
733,377.335846
903,327.341766
814,352.100250
501,392.750214
956,358.719208
177,336.895905
941,368.791107
955,382.459778
919,343.227600
921,381.760284
542,374.267029
377,386.279297
730,331.449829
105,345.867462
832,363.159698
195,344.724976
72,366.375275
304,388.506500
262,331.354401
803,375.979126
666,381.025757
816,370.335663
88,377.851562
156,380.261932
134,368.145508
671,368.275116
1,305.331024
369,366.335388
90,330.596375
575,353.855743
968,365.613556
791,391.803619
715,347.610107
101,380.208344
461,332.979218
532,346.813385
513,355.268860
139,346.219391
427,375.279083
593,325.875031
85,357.545349
854,342.982819
447,355.851776
122,381.404816
890,346.896759
151,344.126617
227,354.208038
423,346.605316
828,365.404236
230,367.905121
63,408.665161
590,340.395477
509,368.997681
557,382.625854
998,357.049164
929,361.412262
842,338.679688
47,356.860474
546,333.092010
74,333.323090
863,376.058411
96,361.941589
263,387.815399
132,338.717438
893,368.838409
61,324.921539
238,387.427124
753,350.326263
491,368.565247
897,335.094757
957,374.786682
691,384.253998
681,321.572968
767,368.586090
192,367.126740
713,383.182648
385,355.831879
249,299.080536
975,377.408813
704,327.408417
724,351.717773
813,367.570801
647,340.687775
353,336.739594
